,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
4040,5,12,1,7,4,21,6,6,27,9,3
4791,23,1,21,4,7,8,9,3,25,9,4
2240,30,7,1,8,7,27,29,21,13,17,4
645,5,16,7,9,30,8,19,10,1,29,2
2281,27,5,6,9,23,29,21,7,6,9,4
4601,4,4,23,6,25,12,10,29,1,3,5
2967,7,17,28,15,18,26,7,11,30,5,2
4557,27,25,4,9,28,23,8,13,15,29,4
4155,1,7,27,7,25,19,15,17,5,7,2
2110,29,25,19,22,17,17,7,4,5,3,5
2751,10,27,30,21,17,8,5,23,3,20,5
4259,17,15,18,23,3,25,19,25,26,28,4
659,22,28,11,5,21,27,3,5,1,11,3
4091,23,29,19,21,3,15,27,15,26,3,3
3815,22,28,3,19,18,24,26,9,4,5,2
2078,20,21,15,17,26,19,9,3,5,1,5
3858,5,16,15,8,14,29,13,21,16,29,3
1017,3,23,10,13,4,16,21,29,23,8,4
683,13,3,12,5,21,16,25,16,2,1,3
4221,1,19,7,17,15,3,3,8,8,21,3
3891,1,12,4,11,5,3,21,27,23,10,2
2214,19,5,19,5,25,28,30,29,1,17,4
2093,1,8,13,4,20,6,10,18,8,24,6
774,9,4,27,19,1,5,17,5,19,9,4
3291,28,17,29,23,15,13,8,25,8,11,4
3633,21,27,7,19,7,1,12,20,29,25,3
4738,8,26,22,22,29,11,21,3,13,2,6
2480,29,1,13,9,15,24,17,22,25,9,4
4470,12,29,21,24,19,17,21,18,13,25,4
1115,11,29,4,6,23,17,30,1,15,9,5
4352,4,19,26,25,21,21,15,1,27,7,4
739,20,17,21,16,9,15,10,27,15,29,2
3947,9,8,11,17,21,1,29,27,28,27,5
1922,13,9,6,13,3,7,9,23,17,15,4
61,7,6,7,29,10,19,7,17,3,25,4
3745,9,23,13,28,15,1,17,19,7,21,3
2860,7,18,13,17,23,9,14,9,15,5,7
1070,16,19,29,16,11,14,5,6,11,7,6
3552,6,20,19,12,1,13,7,5,29,17,6
2628,11,1,28,27,11,17,27,7,5,8,4
4551,13,1,4,7,10,27,10,14,7,25,2
204,21,27,15,16,18,7,12,7,8,28,5
1557,13,8,20,5,5,18,3,29,13,16,7
319,5,23,12,21,25,8,11,6,9,15,5
2825,16,1,5,7,23,23,22,29,25,13,7
1262,19,9,6,1,5,3,7,28,11,25,3
1629,19,29,3,29,27,8,7,22,23,15,4
1786,4,15,3,9,27,29,13,19,14,19,3
922,29,4,9,1,27,13,3,30,17,5,4
1323,29,15,17,1,13,11,9,22,11,15,5
730,7,1,13,8,5,27,7,16,18,25,2
4146,7,21,12,13,3,2,17,9,30,6,5
2229,3,21,12,9,3,8,29,5,1,25,5
2533,14,23,7,7,1,12,5,21,11,13,4
3370,7,1,4,10,21,13,7,26,4,5,2
2921,25,1,30,17,17,8,5,9,19,6,4
1123,9,13,19,16,5,12,4,18,1,4,4
3976,14,19,9,17,11,15,3,4,11,11,4
2600,2,4,3,23,6,1,16,5,11,25,4
267,7,1,23,15,11,16,10,5,27,8,2
2402,1,25,4,22,20,19,9,12,6,5,5
3355,4,4,11,17,7,6,3,1,9,21,6
2107,27,10,5,16,3,7,9,29,29,7,4
2876,3,1,27,4,16,19,24,6,6,11,4
1823,23,19,11,3,23,29,3,1,17,4,5
3078,19,16,27,13,23,4,19,3,7,29,5
4175,11,17,11,27,5,19,25,28,29,7,2
1137,3,25,29,14,17,24,5,21,18,13,8
3746,7,17,11,4,15,9,23,30,3,29,8
2630,24,8,6,23,19,4,19,5,7,1,2
769,29,14,21,11,1,5,4,18,24,12,4
145,7,19,9,23,13,16,9,10,5,19,2
4278,1,11,21,7,29,7,30,16,3,18,7
1098,6,16,13,6,30,11,19,19,9,2,2
2890,27,2,5,14,29,25,5,15,3,1,3
1807,21,1,3,15,25,9,12,17,14,10,7
2148,13,6,29,3,17,3,16,19,24,15,7
1331,5,9,28,3,21,27,3,4,4,29,8
1694,15,25,3,19,20,1,3,18,11,29,2
3791,19,14,12,11,3,8,9,6,7,5,5
4381,15,10,11,7,9,23,4,8,24,18,5
1573,25,29,1,19,11,7,9,5,12,17,4
955,20,27,23,5,8,16,19,11,5,19,4
2120,17,15,4,13,6,9,13,8,10,14,4
3771,13,9,5,10,7,5,23,2,27,1,4
3058,8,16,15,5,21,13,26,25,11,4,4
4430,29,1,15,4,23,20,25,9,8,24,4
303,10,6,27,7,1,25,12,23,23,9,3
4469,6,21,23,7,15,6,27,28,1,7,4
4238,9,27,19,3,6,8,10,1,15,25,3
4358,5,16,9,1,13,16,19,12,14,8,4
3064,23,17,5,1,4,3,3,25,6,28,4
2575,5,21,19,23,21,27,5,14,12,7,3
2895,27,23,11,17,5,6,14,1,9,25,6
660,17,13,8,18,5,21,3,8,29,28,8
3296,18,29,23,7,27,1,15,11,3,11,2
2656,25,29,4,1,4,3,8,29,11,21,6
908,29,28,20,5,3,1,12,29,29,24,4
4396,6,4,6,15,6,16,21,20,19,13,6
1732,12,29,6,6,13,21,19,12,15,21,4
1613,7,1,4,21,15,29,7,25,23,7,3
2765,10,4,6,18,25,3,25,6,5,7,4
3817,25,10,5,6,4,15,21,10,5,15,4
3170,11,24,9,17,12,15,6,4,1,19,5
958,9,17,13,19,5,16,29,21,15,27,8
2750,4,17,5,21,12,22,4,14,7,9,6
2785,21,17,5,15,7,24,30,11,22,21,2
1186,2,25,21,11,23,7,5,17,15,9,7
1484,23,6,27,8,21,1,7,11,3,21,4
475,11,7,1,5,6,21,19,29,27,15,5
2360,1,29,9,9,15,29,3,26,13,19,2
4535,6,13,15,19,28,13,21,11,11,16,6
3647,15,13,1,20,5,21,18,18,25,29,5
1350,7,8,25,23,21,4,1,27,9,23,2
4085,14,23,5,19,7,6,23,29,5,13,2
2076,24,7,29,15,22,23,10,19,3,5,6
3842,10,3,5,7,16,23,15,14,1,6,5
387,13,3,27,1,13,17,18,10,9,5,7
7,9,5,17,16,5,7,27,16,29,21,5
3996,28,25,27,17,6,17,1,5,25,8,3
2573,15,6,17,25,23,9,20,26,18,1,3
4322,9,3,23,10,16,5,4,27,1,29,5
4140,11,9,25,13,18,12,13,5,1,17,4
1920,13,11,1,10,19,3,5,8,21,15,2
3505,11,19,23,6,21,22,1,11,6,18,4
3293,8,7,12,9,17,27,15,30,1,7,3
902,11,15,10,7,23,30,1,6,14,12,3
2776,8,9,9,10,29,25,4,13,19,7,4
3063,9,17,7,19,23,3,1,6,7,22,8
918,1,5,9,16,25,14,12,17,25,29,4
3938,8,15,19,15,14,3,7,25,18,11,4
1326,9,16,22,25,15,11,27,21,10,14,5
3254,9,29,23,18,5,30,27,8,2,17,5
1391,23,29,19,1,6,23,8,17,21,6,6
3884,18,7,16,27,23,1,16,20,9,25,4
4885,10,9,12,19,13,8,1,4,2,25,4
3934,14,16,5,4,3,10,24,25,12,9,4
1586,10,17,29,15,7,25,1,25,15,3,2
676,3,1,27,15,17,29,19,9,5,11,4
2998,14,27,1,5,29,15,7,22,4,3,6
4797,4,11,1,9,15,20,3,17,14,15,6
2407,17,5,11,22,9,17,12,15,8,3,3
1353,5,1,10,19,3,8,18,24,4,13,8
4204,9,15,3,10,4,9,5,15,23,13,6
3285,7,3,24,16,9,27,19,25,1,10,4
2551,1,8,19,11,17,23,13,3,16,10,4
2676,10,27,1,30,23,9,10,14,11,26,6
2516,25,14,1,11,10,9,19,18,29,9,5
195,18,4,27,15,18,1,16,7,9,9,3
1366,6,1,14,15,27,17,30,5,21,23,2
4796,15,7,15,27,3,14,12,1,14,17,6
4326,14,17,18,9,6,15,17,27,25,19,4
4883,1,4,27,15,10,19,13,9,5,7,5
680,10,11,15,21,25,26,1,21,8,27,6
2946,29,5,27,19,1,21,5,9,7,6,6
1657,1,18,8,7,20,29,30,5,11,5,4
3713,17,5,25,6,9,6,17,9,21,11,2
1614,19,1,12,4,7,3,6,23,4,3,3
205,1,9,7,15,7,13,30,3,11,5,2
4149,13,13,10,5,23,15,15,16,7,27,6
3456,17,12,25,27,27,1,7,20,7,27,3
2780,9,29,1,7,25,11,12,24,19,18,2
1154,27,30,1,18,11,18,23,11,15,16,6
1110,1,5,13,15,28,4,16,25,29,3,8
1940,3,30,25,3,29,6,23,27,15,15,6
2540,19,4,29,1,27,25,5,6,6,15,5
2124,21,19,9,19,1,23,5,22,9,4,5
1351,25,4,16,7,9,23,9,20,13,11,4
2075,17,2,9,19,15,6,28,25,9,4,2
3945,21,8,20,27,9,28,29,11,14,5,6
2201,11,15,1,17,13,3,5,7,25,9,2
4827,14,29,27,3,12,1,17,4,2,21,6
3117,11,10,11,21,16,30,23,10,14,13,4
1585,3,10,3,28,24,6,5,7,4,8,4
4709,13,10,4,19,19,2,10,6,5,8,4
1249,13,20,7,10,5,1,21,14,26,27,7
389,17,29,1,12,4,29,13,23,15,11,4
321,1,29,17,13,17,18,18,23,4,16,5
3719,10,28,27,21,7,4,1,4,19,11,4
357,9,7,18,3,21,23,13,1,5,20,5
2384,22,5,18,8,9,1,6,17,8,14,3
3034,25,7,1,21,25,19,5,3,29,7,5
832,14,29,4,27,1,27,5,9,17,6,3
4886,10,30,14,9,27,9,3,30,17,22,4
2880,7,17,1,9,6,22,21,15,4,27,5
674,24,9,17,10,27,26,3,17,11,3,4
1542,8,29,20,18,10,19,7,19,3,5,5
3251,13,15,3,15,4,21,5,30,3,23,3
237,3,17,7,3,10,8,23,29,17,15,7
2531,13,3,19,8,7,30,3,11,15,5,4
1891,14,10,14,7,11,10,11,25,15,7,4
4639,25,22,25,22,3,7,1,4,20,8,2
3684,14,21,29,7,29,10,7,9,19,27,5
712,1,12,8,4,19,14,9,6,16,17,4
3184,25,13,9,16,23,1,30,23,7,18,4
4398,10,15,26,11,25,1,29,11,8,18,6
3161,3,30,1,22,19,18,29,17,29,9,7
797,1,3,24,12,29,23,3,3,15,20,2
3847,27,4,1,8,6,3,13,2,12,9,3
4841,4,29,25,18,20,21,9,17,1,27,2
192,24,11,8,29,19,6,30,11,21,29,3
2130,30,25,21,18,10,6,17,4,15,6,4
3321,29,3,13,20,10,27,25,9,8,18,2
42,25,27,15,5,25,3,29,1,7,8,8
2023,16,29,1,5,19,14,7,5,28,12,5
1096,9,1,6,8,4,29,7,5,13,25,4
2574,5,4,29,1,29,11,20,10,3,13,3
4832,5,3,3,13,9,17,18,1,25,23,4
3631,12,9,4,30,18,15,12,21,3,6,4
3897,13,19,14,1,29,11,7,21,18,11,3
583,1,12,8,2,24,8,20,25,19,20,7
4245,15,23,19,2,1,11,3,24,14,5,3
4131,22,12,4,27,28,28,9,13,9,3,5
1075,1,17,4,21,13,7,2,24,19,9,4
1213,16,26,21,8,23,13,7,17,23,10,3
4777,27,5,1,27,28,5,21,25,13,15,5
1960,15,2,1,8,21,9,5,25,8,13,5
4224,3,1,15,26,27,25,11,19,24,20,7
1255,27,9,28,23,13,18,25,14,3,4,6
3816,12,5,19,2,13,4,11,15,22,7,3
2036,21,19,5,12,11,15,23,6,20,18,4
2169,1,4,10,27,23,23,3,26,19,7,3
4569,1,28,5,24,4,21,7,11,13,19,3
2270,6,24,19,26,17,3,16,15,4,9,3
360,18,30,5,11,4,15,9,1,29,17,4
1136,11,3,15,5,7,30,3,4,4,7,7
2778,19,7,11,21,1,7,10,14,13,18,7
2622,15,23,8,1,25,29,9,16,13,25,3
4622,18,12,11,3,5,12,11,11,19,29,4
1206,11,14,11,12,15,8,6,5,4,9,3
2123,19,5,9,12,22,17,3,7,4,25,4
2775,3,13,19,3,21,13,20,1,15,26,6
3342,9,12,5,8,2,25,27,23,1,15,6
1681,11,9,9,19,30,29,27,7,12,11,5
2288,11,1,19,7,9,21,6,10,5,17,3
4442,22,26,6,1,3,10,15,5,18,29,4
1954,11,21,6,9,5,8,16,17,24,19,5
2184,24,25,9,3,28,7,12,14,29,14,4
1243,18,1,14,25,7,27,13,5,28,4,3
744,14,17,11,10,6,7,3,8,12,26,2
1678,1,5,17,26,14,12,23,9,11,19,2
3205,1,14,15,25,7,3,12,9,11,9,5
3052,6,19,4,15,5,6,19,3,4,7,5
3720,3,27,26,11,1,28,13,19,3,25,6
988,5,26,17,13,9,23,3,16,26,17,2
528,21,6,30,4,11,8,27,1,19,19,5
2543,29,27,10,1,3,25,9,6,13,4,6
2619,1,9,15,17,4,15,6,21,5,7,4
4308,7,13,11,9,9,17,23,6,5,5,3
1797,4,1,20,21,23,9,27,29,9,19,3
3102,27,4,9,5,6,13,22,14,8,1,4
1101,21,23,11,15,1,9,14,7,8,13,2
1261,1,21,10,19,29,9,30,30,5,17,4
1102,5,27,3,20,3,25,17,13,18,16,3
4951,3,17,8,11,7,3,6,1,30,15,2
3534,1,13,6,10,3,25,19,11,9,8,5
2529,20,1,30,5,29,6,17,12,14,4,4
3391,17,7,4,4,3,29,9,11,18,2,4
1967,6,25,5,1,15,4,22,7,5,8,5
981,5,9,23,1,11,19,15,21,2,11,5
2887,19,5,18,23,17,3,10,27,3,23,6
4855,19,19,1,8,3,12,27,11,12,18,3
849,16,3,5,15,12,10,13,13,29,2,5
2455,16,9,5,14,7,29,18,16,15,13,4
4580,28,8,13,7,29,16,24,18,11,22,2
2334,1,11,4,9,9,4,8,12,16,27,3
4594,7,6,25,9,3,23,3,5,23,13,5
4716,1,15,19,4,23,13,25,5,21,27,3
3909,1,3,7,3,7,10,27,23,6,27,5
1461,18,1,9,24,3,23,3,23,6,4,2
3329,1,15,19,17,9,17,11,11,15,8,3
3461,17,25,26,8,7,4,9,21,21,9,4
1347,3,8,10,27,24,1,7,19,3,3,3
3125,6,3,25,15,7,23,11,5,17,1,5
2872,19,13,19,29,3,19,20,25,6,15,5
2311,3,13,21,1,5,16,6,23,3,5,4
2957,10,3,7,17,25,14,1,6,2,7,4
1769,9,19,21,23,15,27,23,29,15,17,7
4046,11,29,5,29,11,1,5,15,6,9,7
3593,14,27,3,6,23,11,28,25,10,27,3
1229,8,10,18,9,29,11,3,8,14,15,4
4262,23,21,25,5,5,15,29,3,23,21,5
232,15,19,9,16,25,23,27,15,1,11,3
957,6,12,9,14,7,8,17,16,23,10,4
1138,5,1,23,29,6,15,7,17,10,15,3
3932,28,7,7,25,3,5,11,13,17,23,7
4073,14,25,28,25,27,7,25,7,3,15,3
4715,13,29,6,25,16,21,1,22,19,23,7
1384,19,20,18,23,10,15,5,8,1,20,2
274,4,11,8,22,18,21,21,13,5,18,3
4450,3,27,15,18,23,10,18,13,14,1,6
1266,12,11,29,9,23,26,11,1,16,13,3
1183,21,3,25,13,16,16,28,9,4,12,3
3977,5,4,7,19,17,3,9,20,10,1,5
4783,29,27,23,20,7,21,10,4,11,3,4
4280,14,6,13,17,25,9,7,5,17,15,6
1840,4,21,1,8,11,12,9,5,6,19,8
300,3,27,13,25,19,22,9,10,1,13,4
2677,16,17,25,14,19,21,13,3,5,13,5
81,7,1,3,17,13,27,6,27,9,21,4
4199,1,27,17,13,9,22,9,15,5,7,4
1735,1,23,11,7,19,3,27,27,21,17,2
233,27,15,28,5,14,1,9,29,7,17,3
1952,24,9,29,28,23,3,25,20,29,9,3
304,26,10,11,13,28,27,7,17,1,15,6
1962,4,1,17,27,5,23,5,30,13,2,3
4959,7,12,3,27,23,27,23,10,5,13,2
1330,28,26,22,17,2,7,29,17,3,19,4
4094,3,10,10,11,5,9,29,29,12,6,6
890,20,3,7,17,15,29,25,9,1,13,6
1479,27,22,27,4,24,14,21,17,9,14,6
524,23,1,15,17,5,18,27,27,18,13,4
2422,22,23,9,17,16,21,23,3,10,10,7
970,30,9,12,3,29,1,25,21,10,11,3
1104,3,5,9,8,11,17,25,3,27,11,5
504,1,25,11,23,13,10,13,18,4,17,8
2237,8,29,16,4,23,13,15,16,13,6,4
356,11,16,1,7,11,21,3,23,30,7,4
1598,6,4,1,23,28,10,15,19,4,5,6
4012,16,27,3,13,30,7,27,4,10,21,7
4930,27,10,17,11,1,8,10,29,4,9,4
3788,23,5,10,9,29,22,23,1,7,15,6
1269,1,21,10,27,12,5,13,27,11,5,6
333,8,19,1,3,25,30,27,8,13,11,6
2279,3,13,6,27,10,29,24,17,12,8,6
772,5,19,17,29,13,17,19,7,20,21,4
3381,1,5,13,21,5,23,10,23,24,17,4
3088,17,17,24,5,22,4,19,8,7,17,4
3849,19,27,23,23,7,10,17,30,21,3,4
1491,30,6,19,17,5,20,17,16,7,1,7
2044,4,1,14,5,13,27,8,7,23,16,4
1531,9,29,5,11,17,18,5,27,23,3,3
3873,2,3,7,30,18,5,12,12,11,5,6
3025,25,5,17,17,15,27,9,5,7,27,3
4574,13,27,4,13,9,16,5,16,3,22,4
3405,16,9,19,9,21,12,23,15,1,23,5
2358,9,15,29,16,19,3,7,5,19,11,5
60,1,30,27,10,17,7,30,24,4,11,2
418,11,29,1,14,11,27,14,9,17,29,4
2752,30,9,13,27,17,10,6,5,18,27,4
2276,10,5,11,13,18,22,15,1,3,21,3
544,5,7,6,4,18,25,12,9,19,9,5
1548,19,2,20,14,29,1,3,23,5,6,3
3235,9,4,7,7,8,6,15,18,29,29,5
481,6,22,7,14,21,27,14,23,1,15,5
2046,9,8,21,29,11,18,5,18,29,15,3
1630,17,7,20,11,5,8,6,24,4,6,6
1385,27,11,17,10,29,9,22,6,7,23,3
255,5,29,15,1,7,3,25,30,4,9,4
3007,12,29,27,25,6,7,7,8,7,3,4
527,6,13,1,16,25,7,22,5,19,8,4
3777,6,15,12,16,1,16,21,9,24,11,5
3955,3,8,3,27,27,1,6,19,11,7,2
933,1,23,9,5,26,10,9,8,14,16,6
1158,13,19,1,28,6,11,5,3,17,3,8
2834,26,26,10,11,25,14,27,17,21,28,6
97,29,9,16,27,12,1,24,18,6,13,4
2315,12,11,9,12,9,15,3,29,6,29,5
2486,9,6,14,4,5,23,19,13,11,4,4
4802,1,8,8,7,22,15,3,21,14,11,5
4023,11,12,6,25,10,29,9,19,25,19,4
1368,9,29,4,6,1,14,17,9,3,30,6
4409,1,25,13,9,11,7,12,11,15,4,4
2434,6,19,5,24,4,27,12,7,23,16,4
1948,17,18,27,17,4,14,1,12,19,25,3
999,25,17,25,27,27,1,5,15,29,17,4
4761,1,21,25,13,5,11,14,24,10,17,4
2188,1,14,14,9,7,21,29,27,4,5,4
1033,17,1,15,11,27,25,13,3,22,13,3
2249,23,19,25,27,24,1,15,25,29,9,3
4475,3,5,1,12,27,21,8,7,22,11,4
3140,4,23,9,12,5,27,23,1,5,6,5
1150,8,17,2,7,1,3,13,30,5,19,4
3457,19,12,28,13,16,29,4,1,3,29,7
2020,2,5,11,15,6,7,6,12,3,25,3
202,8,4,16,28,27,11,25,15,24,10,5
3055,7,25,6,1,3,27,21,5,19,17,4
1753,1,19,3,20,10,17,7,27,25,3,7
1244,29,3,17,23,15,9,14,22,15,23,6
3098,26,10,8,5,19,21,27,17,17,14,4
3415,25,16,6,19,8,4,9,21,30,21,7
3326,27,17,3,13,15,18,21,28,21,1,7
844,25,22,13,19,16,29,11,17,3,3,4
4956,1,9,21,29,5,3,7,23,21,15,6
805,1,5,13,21,9,16,5,23,19,5,4
4699,24,10,17,29,11,25,6,7,1,30,7
4719,10,18,23,5,7,1,19,3,8,23,7
4991,15,15,10,1,26,3,16,6,28,23,4
469,28,9,26,27,24,8,13,30,5,9,6
1106,3,4,20,28,8,29,18,9,5,14,4
2261,21,5,1,17,6,5,15,4,8,8,4
3412,1,7,30,2,26,3,13,25,9,12,2
1499,27,9,15,7,20,1,17,5,8,11,3
1765,8,7,17,1,23,17,3,5,19,4,8
3104,3,10,9,16,6,29,15,17,6,5,5
1626,17,25,25,15,12,7,1,4,8,21,7
846,15,24,13,19,30,6,11,12,7,13,7
2312,22,2,3,3,7,11,13,5,27,28,6
4203,7,3,27,4,17,19,15,9,9,10,2
3533,7,3,9,5,13,8,4,13,1,17,3
430,21,3,9,29,16,4,6,19,3,11,7
4623,21,29,7,3,19,23,25,1,26,19,3
86,10,1,15,17,6,27,4,28,7,9,3
1665,12,11,3,10,18,27,7,27,11,4,2
4636,9,30,11,16,14,24,8,13,7,23,4
2712,8,29,10,1,5,3,23,9,5,14,4
779,21,4,13,17,13,15,23,7,9,6,4
2804,3,25,12,7,4,11,14,20,5,21,5
1746,23,18,19,7,3,7,11,14,9,17,6
3049,8,13,26,9,1,15,6,28,3,25,4
2522,4,1,19,23,7,25,11,21,13,22,7
323,16,7,18,14,6,1,10,15,27,13,4
1228,7,10,15,3,26,1,14,17,9,22,5
3224,15,16,7,4,10,10,12,23,5,1,5
589,25,15,11,23,28,4,17,5,15,29,4
523,3,3,16,4,25,7,6,30,13,1,4
3987,3,3,30,21,7,13,1,13,5,11,4
2969,24,9,1,3,27,17,11,15,24,30,3
4920,8,19,16,17,5,7,11,15,25,13,2
4242,1,23,17,15,3,9,26,7,19,7,6
3922,16,11,16,15,3,14,21,14,25,17,4
948,13,17,26,5,1,16,7,9,18,19,6
3558,10,1,11,17,3,21,7,29,26,29,2
4531,29,3,4,3,18,9,4,7,1,11,3
2888,8,28,17,6,23,6,15,3,4,21,2
831,4,10,17,5,16,11,15,15,9,15,6
4747,9,5,27,29,14,11,7,3,23,13,4
3739,28,26,17,6,8,21,15,23,3,1,4
3674,8,27,13,1,5,2,13,28,25,17,5
2786,2,29,11,5,7,18,17,27,19,9,6
234,25,21,9,9,3,14,17,19,25,9,4
517,19,19,1,15,21,9,4,12,14,25,3
58,23,11,19,13,25,9,19,26,27,1,4
4687,7,9,13,10,3,22,15,29,29,9,5
141,27,3,3,25,19,11,7,15,4,19,4
2948,5,3,7,1,15,23,11,8,15,11,4
1549,9,17,7,25,19,5,13,16,26,4,3
94,15,5,23,29,15,29,24,1,27,8,3
4260,24,8,5,19,18,7,9,18,30,20,5
2432,19,1,13,5,8,22,8,8,25,15,4
2365,29,19,27,7,8,14,20,1,17,7,4
1607,19,24,17,14,29,13,1,29,5,7,6
4345,5,9,3,13,25,14,5,27,7,1,6
1021,23,3,3,5,29,12,25,17,14,25,3
1892,27,5,11,2,10,29,18,16,13,9,4
2052,11,14,8,13,1,6,10,29,29,19,5
4196,9,3,17,3,5,10,1,7,15,8,6
13,17,17,9,17,1,19,5,5,5,18,2
1346,10,2,17,23,1,6,3,27,17,7,4
2704,21,2,15,11,14,16,13,23,7,9,5
980,13,7,15,23,7,16,11,29,12,19,4
1648,5,9,9,23,25,1,16,19,15,18,8
1994,5,28,27,2,4,7,10,17,9,6,3
2207,1,17,3,25,22,12,27,20,3,7,7
4435,17,23,3,11,15,14,1,5,5,29,4
3761,8,11,6,9,27,12,29,30,24,25,4
886,25,5,23,27,9,6,3,7,6,5,3
4207,10,8,22,4,15,1,6,13,7,8,3
4822,7,17,13,29,21,27,10,7,27,24,4
433,1,19,5,15,9,6,4,26,7,11,3
2321,6,5,18,24,27,10,12,1,9,25,6
4310,5,21,11,25,30,3,27,9,19,29,6
2729,17,25,4,10,18,8,10,17,14,11,4
4114,10,6,10,25,17,13,13,29,1,14,4
977,17,4,19,23,9,5,20,3,26,27,3
196,9,30,19,4,17,19,23,8,11,27,6
1225,9,7,11,15,23,1,3,7,9,18,4
4431,21,21,10,27,7,25,19,27,19,17,4
3191,1,6,12,14,29,5,17,15,18,16,2
1014,17,19,10,5,3,28,21,1,14,9,4
3328,27,17,9,7,1,9,6,3,8,17,4
3561,9,24,27,18,23,19,6,26,3,3,5
3255,1,23,5,19,21,18,7,7,12,29,2
2912,3,3,5,23,1,10,27,13,25,27,3
2520,5,17,11,12,3,11,10,18,7,9,4
696,15,5,22,29,21,27,17,21,10,25,4
350,29,23,9,10,14,2,1,19,5,3,8
4029,21,1,3,21,9,20,3,8,29,21,5
2235,15,6,13,17,7,29,3,9,3,12,2
4961,17,6,3,30,11,7,15,29,3,10,4
3629,3,16,7,19,23,1,25,5,15,14,4
722,7,15,1,19,16,10,27,27,19,17,3
881,14,8,10,5,11,11,5,17,27,1,2
3819,28,5,13,3,9,3,4,17,8,1,6
4476,6,13,7,7,6,27,25,25,6,22,2
2035,19,8,13,3,1,17,30,7,18,3,4
1132,15,10,23,5,11,15,11,1,19,27,3
4473,25,22,5,7,11,3,24,27,14,15,5
147,10,9,4,13,6,10,19,13,1,27,5
16,15,16,1,7,17,23,4,8,13,9,3
2177,7,17,13,11,15,11,27,9,10,27,3
159,3,15,18,4,16,5,21,17,6,8,6
2694,27,28,13,11,23,12,25,20,4,8,7
2696,18,15,1,22,5,11,23,6,7,11,4
4944,12,12,11,3,2,24,19,17,18,6,2
151,3,29,2,7,19,27,17,3,4,8,6
588,16,15,1,9,12,8,27,30,29,10,3
2226,21,18,15,25,19,20,11,15,1,6,2
4092,23,29,6,4,17,16,17,12,29,1,5
2624,15,4,11,7,12,5,25,29,13,5,7
3422,16,12,20,4,21,21,7,7,20,2,2
1996,15,15,14,9,5,5,23,1,27,21,4
4736,24,13,28,25,29,14,8,25,7,18,4
43,5,1,4,13,6,5,3,18,9,16,2
4365,10,17,3,3,25,10,26,25,2,15,3
1748,11,21,8,13,26,1,29,10,11,27,2
1291,12,13,23,1,17,13,27,23,5,7,4
3728,17,6,12,6,25,17,19,4,7,1,6
3294,3,1,25,15,21,27,8,15,23,17,5
678,11,10,17,9,13,19,4,23,29,5,4
943,25,13,27,9,19,3,7,13,21,23,6
3829,21,25,6,23,14,1,21,14,15,11,5
3019,9,29,17,11,11,25,1,23,27,17,3
2348,23,7,9,27,30,1,19,10,17,5,5
4142,25,7,21,8,1,4,21,23,25,7,4
3641,24,10,5,9,11,21,15,25,15,11,3
1195,14,26,27,1,12,21,17,29,14,4,2
4606,24,27,19,23,19,1,13,5,6,21,3
3542,15,17,24,28,7,8,6,6,17,1,4
226,19,25,7,15,7,29,3,1,17,19,2
3906,29,20,7,3,23,15,13,29,25,7,5
2014,7,23,1,9,25,27,19,11,22,14,3
1214,3,30,1,29,7,21,10,15,5,17,3
746,19,15,4,11,21,21,27,15,28,3,2
4865,17,19,3,17,9,20,23,13,5,8,4
2743,9,7,29,14,16,9,7,23,1,19,5
264,5,8,29,5,24,13,15,25,6,27,2
4296,23,13,17,30,4,20,7,10,9,25,6
2053,20,1,9,3,10,15,13,3,29,29,5
47,15,7,1,13,10,29,21,25,12,21,4
854,6,9,21,12,19,15,9,5,14,7,2
3543,1,23,5,12,25,13,17,19,28,3,4
3219,18,6,7,11,4,10,17,8,8,3,8
4126,1,5,29,27,4,21,10,8,6,5,7
2487,5,9,13,3,27,15,7,2,3,15,4
92,26,1,23,12,7,27,20,3,21,7,2
3365,7,29,13,17,19,1,23,7,17,11,6
537,8,17,29,1,15,3,3,19,25,21,5
1958,1,8,9,29,10,21,19,15,14,18,5
2801,15,14,3,11,5,2,27,11,1,5,3
2085,7,17,17,9,9,13,12,3,23,9,2
4543,5,22,27,21,23,4,23,29,11,8,8
3492,9,23,25,4,24,11,27,11,15,18,4
1450,21,1,21,14,7,11,19,17,18,13,4
4907,12,21,9,19,5,14,1,17,15,20,3
1224,4,27,15,22,25,13,17,7,26,15,4
4482,17,7,6,3,6,7,22,8,21,27,4
552,12,14,29,15,18,3,5,16,26,9,2
3700,9,27,16,4,19,15,15,10,9,21,3
1182,5,6,7,27,25,1,15,5,15,15,3
1482,11,8,4,23,15,30,10,22,9,19,4
500,10,10,7,15,1,3,17,15,17,4,5
1279,18,4,17,29,11,5,6,21,19,9,7
1062,9,30,13,23,1,18,9,12,19,18,5
1647,21,9,8,17,7,1,24,13,9,16,4
4176,13,6,13,17,5,26,18,27,19,7,4
4732,27,11,1,4,24,7,26,15,21,19,6
4561,5,14,11,26,1,29,23,30,21,11,8
2004,1,21,26,28,19,8,12,25,12,2,6
4726,27,21,13,16,10,6,3,16,18,3,6
3310,1,10,19,13,3,3,21,17,4,16,8
1185,17,27,11,15,1,19,29,4,13,21,4
